entity_type,sku,category,warehouse,week,stockout_probability,risk_band,evidence
SKU-Warehouse,SKU-00042,Industrial Parts,West Michael Distribution Center,2025-12-22,0.142,Low,"Demand decreased 12% (745 -> 654 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 11.7 to 4.9 days of supply.; Late deliveries for this product-warehouse rose from 2 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00042,Industrial Parts,Lake Mark Distribution Center,2025-12-22,0.326,Medium,"Demand decreased 36% (1020 -> 651 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 3.8 to 6.7 days of supply.; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00043,Apparel,North Judithbury Distribution Center,2025-12-22,0.117,Low,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00043,Apparel,Ericmouth Distribution Center,2025-12-22,0.137,Low,"Demand decreased 47% (869 -> 463 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00043,Apparel,North Noahstad Distribution Center,2025-12-22,0.203,Low,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00043,Apparel,Herrerafurt Distribution Center,2025-12-22,0.22,Low,"Demand decreased 22% (833 -> 647 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 6.1 to 4.1 days of supply."
SKU-Warehouse,SKU-00043,Apparel,West Michael Distribution Center,2025-12-22,0.143,Low,"Demand decreased 13% (724 -> 629 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00043,Apparel,New Jessica Distribution Center,2025-12-22,0.245,Low,Inventory coverage declined from 5.1 to 3.8 days of supply.
SKU-Warehouse,SKU-00043,Apparel,South Noah Distribution Center,2025-12-22,0.397,Medium,"Demand increased 13% (932 -> 1057 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00043,Apparel,Lake Mark Distribution Center,2025-12-22,0.434,Medium,"Demand increased 31% (822 -> 1073 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 2 in the same comparison window."
SKU-Warehouse,SKU-00044,Automotive Parts,North Judithbury Distribution Center,2025-12-22,0.21,Low,"Demand increased 73% (338 -> 583 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 18.6 to 14.9 days of supply.; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00044,Automotive Parts,East Jill Distribution Center,2025-12-22,0.197,Low,Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks.
SKU-Warehouse,SKU-00044,Automotive Parts,New Roberttown Distribution Center,2025-12-22,0.275,Medium,"Demand decreased 13% (334 -> 290 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00044,Automotive Parts,Robinsonshire Distribution Center,2025-12-22,0.165,Low,"Demand decreased 15% (372 -> 318 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 34.8 to 31.2 days of supply."
SKU-Warehouse,SKU-00044,Automotive Parts,Lisatown Distribution Center,2025-12-22,0.074,Low,"Demand decreased 26% (781 -> 580 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00044,Automotive Parts,Lake Roberto Distribution Center,2025-12-22,0.143,Low,"Demand decreased 13% (440 -> 383 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00044,Automotive Parts,New Kellystad Distribution Center,2025-12-22,0.21,Low,Inventory coverage declined from 12.5 to 0.0 days of supply.
SKU-Warehouse,SKU-00044,Automotive Parts,Port Keith Distribution Center,2025-12-22,0.181,Low,"Demand decreased 47% (350 -> 184 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00044,Automotive Parts,Ramirezstad Distribution Center,2025-12-22,0.194,Low,"Demand decreased 23% (696 -> 538 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 1.9 to 7.4 days of supply.; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks."
SKU-Warehouse,SKU-00044,Automotive Parts,Lake Mark Distribution Center,2025-12-22,0.248,Low,Late deliveries for this product-warehouse rose from 0 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window.
SKU-Warehouse,SKU-00045,Personal Care,New Roberttown Distribution Center,2025-12-22,0.292,Medium,"Demand decreased 16% (1160 -> 979 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00045,Personal Care,East Jessetown Distribution Center,2025-12-22,0.573,High,"Demand decreased 23% (1274 -> 986 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00045,Personal Care,Lake Debra Distribution Center,2025-12-22,0.408,Medium,"Demand decreased 12% (907 -> 802 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00045,Personal Care,Ericmouth Distribution Center,2025-12-22,0.248,Low,"Demand increased 33% (980 -> 1300 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00045,Personal Care,Cassandraton Distribution Center,2025-12-22,0.495,Medium,Inventory coverage improved from 6.3 to 11.6 days of supply.; Late deliveries for this product-warehouse rose from 4 to 6 orders over the last 4 weeks.
SKU-Warehouse,SKU-00045,Personal Care,Herrerafurt Distribution Center,2025-12-22,0.499,Medium,Inventory coverage declined from 6.1 to 4.3 days of supply.
SKU-Warehouse,SKU-00045,Personal Care,New Kellystad Distribution Center,2025-12-22,0.346,Medium,"Demand decreased 24% (551 -> 417 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 7.7 to 8.8 days of supply."
SKU-Warehouse,SKU-00045,Personal Care,Port Keith Distribution Center,2025-12-22,0.301,Medium,"Demand decreased 25% (741 -> 554 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00045,Personal Care,Port Jesseville Distribution Center,2025-12-22,0.402,Medium,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00045,Personal Care,New Jessica Distribution Center,2025-12-22,0.539,High,"Demand decreased 28% (1414 -> 1025 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 2.2 to 3.4 days of supply.; Late deliveries for this product-warehouse rose from 2 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00045,Personal Care,South Noah Distribution Center,2025-12-22,0.594,High,"Demand increased 56% (912 -> 1422 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 2 to 5 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00046,Personal Care,Lisatown Distribution Center,2025-12-22,0.275,Medium,"Demand decreased 18% (272 -> 222 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 5.8 to 0.0 days of supply."
SKU-Warehouse,SKU-00046,Personal Care,Herrerafurt Distribution Center,2025-12-22,0.395,Medium,"Demand decreased 17% (309 -> 258 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00046,Personal Care,Lake Chad Distribution Center,2025-12-22,0.278,Medium,"Demand decreased 28% (309 -> 222 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00047,Apparel,East Jessetown Distribution Center,2025-12-22,0.296,Medium,"Demand increased 41% (2387 -> 3363 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 2 to 5 orders over the last 4 weeks.; Stockout-flagged orders increased from 1 to 2 in the same comparison window."
SKU-Warehouse,SKU-00047,Apparel,North Noahstad Distribution Center,2025-12-22,0.727,High,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00047,Apparel,West Michael Distribution Center,2025-12-22,0.71,High,"Demand increased 25% (1606 -> 2012 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 0.8 to 2.9 days of supply.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00047,Apparel,New Jessica Distribution Center,2025-12-22,0.773,High,"Demand increased 21% (2034 -> 2458 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 3 to 4 orders over the last 4 weeks.; Stockout-flagged orders increased from 1 to 2 in the same comparison window."
SKU-Warehouse,SKU-00047,Apparel,Lake Mark Distribution Center,2025-12-22,0.652,High,"Demand increased 51% (1905 -> 2882 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 0.2 to 1.2 days of supply.; Late deliveries for this product-warehouse rose from 2 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00048,Home & Kitchen,North Judithbury Distribution Center,2025-12-22,0.115,Low,"Demand increased 12% (1847 -> 2067 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 8.9 to 6.7 days of supply.; Stockout-flagged orders increased from 0 to 2 in the same comparison window."
SKU-Warehouse,SKU-00048,Home & Kitchen,East Jessetown Distribution Center,2025-12-22,0.504,High,"Demand increased 50% (1809 -> 2716 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 4.8 to 7.7 days of supply.; Late deliveries for this product-warehouse rose from 0 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 2 in the same comparison window."
SKU-Warehouse,SKU-00048,Home & Kitchen,Lake Debra Distribution Center,2025-12-22,0.423,Medium,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00048,Home & Kitchen,Lake Roberto Distribution Center,2025-12-22,0.43,Medium,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00048,Home & Kitchen,Ericmouth Distribution Center,2025-12-22,0.543,High,"Demand increased 17% (1614 -> 1890 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 3.9 to 4.7 days of supply.; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks."
SKU-Warehouse,SKU-00048,Home & Kitchen,New Kellystad Distribution Center,2025-12-22,0.137,Low,"Demand increased 49% (1218 -> 1814 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00048,Home & Kitchen,Ramirezstad Distribution Center,2025-12-22,0.633,High,"Demand increased 40% (1702 -> 2386 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 2 in the same comparison window."
SKU-Warehouse,SKU-00048,Home & Kitchen,West Michael Distribution Center,2025-12-22,0.355,Medium,"Demand decreased 32% (1756 -> 1202 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 3.4 to 3.8 days of supply."
SKU-Warehouse,SKU-00048,Home & Kitchen,South Noah Distribution Center,2025-12-22,0.551,High,"Demand increased 11% (1772 -> 1964 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00048,Home & Kitchen,Lake Mark Distribution Center,2025-12-22,0.444,Medium,"Demand increased 46% (1838 -> 2686 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 3.7 to 14.7 days of supply."
SKU-Warehouse,SKU-00049,Electronics,East Jessetown Distribution Center,2025-12-22,0.443,Medium,"Demand increased 14% (1455 -> 1660 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00049,Electronics,Lake Debra Distribution Center,2025-12-22,0.096,Low,Inventory coverage improved from 3.4 to 8.1 days of supply.; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks.
SKU-Warehouse,SKU-00049,Electronics,Cassandraton Distribution Center,2025-12-22,0.201,Low,Inventory coverage declined from 6.0 to 4.5 days of supply.; Late deliveries for this product-warehouse rose from 2 to 5 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 3 in the same comparison window.
SKU-Warehouse,SKU-00049,Electronics,Port Jesseville Distribution Center,2025-12-22,0.2,Low,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00049,Electronics,Ramirezstad Distribution Center,2025-12-22,0.259,Medium,"Demand decreased 10% (1052 -> 946 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 7.5 to 11.6 days of supply.; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00050,Home & Kitchen,Ericmouth Distribution Center,2025-12-22,0.121,Low,"Demand decreased 97% (38436 -> 1136 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00050,Home & Kitchen,North Noahstad Distribution Center,2025-12-22,0.163,Low,"Demand increased 27% (1588 -> 2014 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00050,Home & Kitchen,Cassandraton Distribution Center,2025-12-22,0.439,Medium,"Demand increased 123% (1336 -> 2978 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 3.4 to 1.2 days of supply.; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 2 in the same comparison window."
SKU-Warehouse,SKU-00050,Home & Kitchen,Herrerafurt Distribution Center,2025-12-22,0.572,High,"Demand decreased 30% (2920 -> 2042 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00050,Home & Kitchen,New Kellystad Distribution Center,2025-12-22,0.1,Low,"Demand increased 20% (541 -> 650 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 10.9 to 5.0 days of supply."
SKU-Warehouse,SKU-00050,Home & Kitchen,Port Keith Distribution Center,2025-12-22,0.085,Low,"Demand increased 26% (830 -> 1048 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00050,Home & Kitchen,New Jessica Distribution Center,2025-12-22,0.211,Low,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00051,Personal Care,North Judithbury Distribution Center,2025-12-22,0.351,Medium,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00051,Personal Care,Lisatown Distribution Center,2025-12-22,0.249,Low,"Demand increased 153% (218 -> 550 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 20.0 to 15.0 days of supply.; Late deliveries for this product-warehouse rose from 1 to 4 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 3 in the same comparison window."
SKU-Warehouse,SKU-00051,Personal Care,Cassandraton Distribution Center,2025-12-22,0.297,Medium,"Demand decreased 28% (401 -> 290 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00051,Personal Care,New Kellystad Distribution Center,2025-12-22,0.523,High,"Demand decreased 14% (206 -> 176 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00051,Personal Care,Lake Chad Distribution Center,2025-12-22,0.476,Medium,"Demand increased 39% (328 -> 456 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 6.9 to 2.0 days of supply.; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks."
